imagem,fator_luminancia,deteccoes_validas,confianca_media
DSCN7627.JPG,1.2,24,0.7512
DSCN7627.JPG,1.3,24,0.7507
DSCN7627.JPG,1.4,24,0.7514
DSCN7627.JPG,1.5,26,0.7001
DSCN7627.JPG,0.1,23,0.6968
DSCN7627.JPG,0.2,22,0.7862
DSCN7627.JPG,0.3,22,0.7871
DSCN7627.JPG,0.4,22,0.789
DSCN7627.JPG,0.5,22,0.7919
DSCN7627.JPG,0.6,22,0.7937
DSCN7627.JPG,0.7,23,0.7693
DSCN7627.JPG,0.8,23,0.773
DSCN7627.JPG,0.9,24,0.7594
DSCN7627.JPG,1.0,24,0.7577
DSCN7627.JPG,1.1,24,0.756
DSCN7627.JPG,1.2,24,0.7512
DSCN7627.JPG,1.3,24,0.7507
DSCN7627.JPG,1.4,24,0.7514
DSCN7627.JPG,1.5,26,0.7001
imagem_web_1.jpeg,0.1,65,0.6376
imagem_web_1.jpeg,0.2,61,0.6574
imagem_web_1.jpeg,0.3,59,0.6676
imagem_web_1.jpeg,0.4,60,0.661
imagem_web_1.jpeg,0.5,60,0.6594
imagem_web_1.jpeg,0.6,59,0.6666
imagem_web_1.jpeg,0.7,59,0.666
imagem_web_1.jpeg,0.8,58,0.6689
imagem_web_1.jpeg,0.9,59,0.6624
imagem_web_1.jpeg,1.0,59,0.663
imagem_web_1.jpeg,1.1,59,0.6596
imagem_web_1.jpeg,1.2,61,0.6506
imagem_web_1.jpeg,1.3,62,0.645
imagem_web_1.jpeg,1.4,60,0.6544
imagem_web_1.jpeg,1.5,61,0.646
imagem_web_1.jpeg,0.1,65,0.6376
imagem_web_1.jpeg,0.2,61,0.6574
imagem_web_1.jpeg,0.3,59,0.6676
imagem_web_1.jpeg,0.4,60,0.661
imagem_web_1.jpeg,0.5,60,0.6594
imagem_web_1.jpeg,0.6,59,0.6666
imagem_web_1.jpeg,0.7,59,0.666
imagem_web_1.jpeg,0.8,58,0.6689
imagem_web_1.jpeg,0.9,59,0.6624
imagem_web_1.jpeg,1.0,59,0.663
imagem_web_1.jpeg,1.1,59,0.6596
imagem_web_1.jpeg,1.2,61,0.6506
imagem_web_1.jpeg,1.3,62,0.645
imagem_web_1.jpeg,1.4,60,0.6544
imagem_web_1.jpeg,1.5,61,0.646
imagem_web_10.jpg,0.1,3,0.8784
imagem_web_10.jpg,0.2,3,0.878
imagem_web_10.jpg,0.3,3,0.8808
imagem_web_10.jpg,0.4,3,0.876
imagem_web_10.jpg,0.5,3,0.8753
imagem_web_10.jpg,0.6,4,0.7242
imagem_web_10.jpg,0.7,3,0.8717
imagem_web_10.jpg,0.8,3,0.8719
imagem_web_10.jpg,0.9,3,0.8707
imagem_web_10.jpg,1.0,3,0.8692
imagem_web_10.jpg,1.1,3,0.8642
imagem_web_10.jpg,1.2,2,0.8424
imagem_web_10.jpg,1.3,3,0.8653
imagem_web_10.jpg,1.4,3,0.866
imagem_web_10.jpg,1.5,2,0.8409
imagem_web_10.jpg,0.1,3,0.8784
imagem_web_10.jpg,0.2,3,0.878
imagem_web_10.jpg,0.3,3,0.8808
imagem_web_10.jpg,0.4,3,0.876
imagem_web_10.jpg,0.5,3,0.8753
imagem_web_10.jpg,0.6,4,0.7242
imagem_web_10.jpg,0.7,3,0.8717
imagem_web_10.jpg,0.8,3,0.8719
imagem_web_10.jpg,0.9,3,0.8707
imagem_web_10.jpg,1.0,3,0.8692
imagem_web_10.jpg,1.1,3,0.8642
imagem_web_10.jpg,1.2,2,0.8424
imagem_web_10.jpg,1.3,3,0.8653
imagem_web_10.jpg,1.4,3,0.866
imagem_web_10.jpg,1.5,2,0.8409
imagem_web_2.jpg,0.1,5,0.5129
imagem_web_2.jpg,0.2,4,0.828
imagem_web_2.jpg,0.3,4,0.8519
imagem_web_2.jpg,0.4,4,0.8674
imagem_web_2.jpg,0.5,4,0.8667
imagem_web_2.jpg,0.6,4,0.8705
imagem_web_2.jpg,0.7,4,0.8721
imagem_web_2.jpg,0.8,4,0.8765
imagem_web_2.jpg,0.9,4,0.8773
imagem_web_2.jpg,1.0,4,0.8777
imagem_web_2.jpg,1.1,4,0.8712
imagem_web_2.jpg,1.2,4,0.874
imagem_web_2.jpg,1.3,4,0.868
imagem_web_2.jpg,1.4,4,0.8423
imagem_web_2.jpg,1.5,4,0.8533
imagem_web_2.jpg,0.1,5,0.5129
imagem_web_2.jpg,0.2,4,0.828
imagem_web_2.jpg,0.3,4,0.8519
imagem_web_2.jpg,0.4,4,0.8674
imagem_web_2.jpg,0.5,4,0.8667
imagem_web_2.jpg,0.6,4,0.8705
imagem_web_2.jpg,0.7,4,0.8721
imagem_web_2.jpg,0.8,4,0.8765
imagem_web_2.jpg,0.9,4,0.8773
imagem_web_2.jpg,1.0,4,0.8777
imagem_web_2.jpg,1.1,4,0.8712
imagem_web_2.jpg,1.2,4,0.874
imagem_web_2.jpg,1.3,4,0.868
imagem_web_2.jpg,1.4,4,0.8423
imagem_web_2.jpg,1.5,4,0.8533
imagem_web_3.jpg,0.1,11,0.6534
imagem_web_3.jpg,0.2,11,0.6258
imagem_web_3.jpg,0.3,9,0.6339
imagem_web_3.jpg,0.4,8,0.6884
imagem_web_3.jpg,0.5,8,0.6959
imagem_web_3.jpg,0.6,8,0.6984
imagem_web_3.jpg,0.7,8,0.6955
imagem_web_3.jpg,0.8,9,0.6449
imagem_web_3.jpg,0.9,8,0.6964
imagem_web_3.jpg,1.0,8,0.6928
imagem_web_3.jpg,1.1,8,0.6976
imagem_web_3.jpg,1.2,8,0.6989
imagem_web_3.jpg,1.3,7,0.7614
imagem_web_3.jpg,1.4,7,0.7471
imagem_web_3.jpg,1.5,7,0.7381
imagem_web_3.jpg,0.1,11,0.6534
imagem_web_3.jpg,0.2,11,0.6258
imagem_web_3.jpg,0.3,9,0.6339
imagem_web_3.jpg,0.4,8,0.6884
imagem_web_3.jpg,0.5,8,0.6959
imagem_web_3.jpg,0.6,8,0.6984
imagem_web_3.jpg,0.7,8,0.6955
imagem_web_3.jpg,0.8,9,0.6449
imagem_web_3.jpg,0.9,8,0.6964
imagem_web_3.jpg,1.0,8,0.6928
imagem_web_3.jpg,1.1,8,0.6976
imagem_web_3.jpg,1.2,8,0.6989
imagem_web_3.jpg,1.3,7,0.7614
imagem_web_3.jpg,1.4,7,0.7471
